Num.75	434401	434462
Num.76	434463	435277
Num.77	435278	435888
Num.78	435889	436088
Num.79	436089	436231
Num.80	436232	436643
Num.81	436644	436850
Num.82	436851	437211
Num.83	437212	437259
Num.84	437260	437364
Num.85	437365	437748
Num.86	437749	438307
Num.87	438308	438906
Num.88	438907	439334
Num.89	439335	439824
Num.90	439825	440669
Num.91	440670	440982
Num.92	440983	441160
Num.93	441161	441371
Num.94	441372	441945
Prov.1	441946	442791
Prov.2	442792	442924
Prov.3	442925	443088
Prov.4	443089	443315
Prov.5	443316	443367
Prov.6	443368	443440
Prov.7	443441	443535
Prov.8	443536	443748
Prov.9	443749	443972
Prov.10	443973	444114
